ISCO08,ISCO08-label-E,major,submajor,minor,unit
2630,'Social and religious professionals',2000,2600,2630,2630
2631,'Economists',2000,2600,2630,2631
2632,"'Sociologists, anthropologists and related professionals'",2000,2600,2630,2632
2633,"'Philosophers, historians and political scientists'",2000,2600,2630,2633
2634,'Psychologists',2000,2600,2630,2634
2635,'Social work and counselling professionals',2000,2600,2630,2635
2636,'Religious professionals',2000,2600,2630,2636
2640,"'Authors, journalists and linguists'",2000,2600,2640,2640
2641,'Authors and related writers',2000,2600,2640,2641
2642,'Journalists',2000,2600,2640,2642
2643,"'Translators, interpreters and other linguists'",2000,2600,2640,2643
2650,'Creative and performing artists',2000,2600,2650,2650
2651,'Visual artists',2000,2600,2650,2651
2652,"'Musicians, singers and composers'",2000,2600,2650,2652
2653,'Dancers and choreographers',2000,2600,2650,2653
2654,"'Film, stage and related directors and producers'",2000,2600,2650,2654
2655,'Actors',2000,2600,2650,2655
2656,"'Announcers on radio, television and other media'",2000,2600,2650,2656
2659,'Creative and performing artists not elsewhere classified',2000,2600,2650,2659
3000,'Technicians and associate professionals',3000,3000,3000,3000
3100,'Science and engineering associate professionals',3000,3100,3100,3100
3110,'Physical and engineering science technicians',3000,3100,3110,3110
3111,'Chemical and physical science technicians',3000,3100,3110,3111
3112,'Civil engineering technicians',3000,3100,3110,3112
3113,'Electrical engineering technicians',3000,3100,3110,3113
3114,'Electronics engineering technicians',3000,3100,3110,3114
3115,'Mechanical engineering technicians',3000,3100,3110,3115
3116,'Chemical engineering technicians',3000,3100,3110,3116
3117,'Mining and metallurgical technicians',3000,3100,3110,3117
3118,'Draughtspersons',3000,3100,3110,3118
3119,'Physical and engineering science technicians not elsewhere classified',3000,3100,3110,3119
3120,"'Mining, manufacturing and construction supervisors'",3000,3100,3120,3120
3121,'Mining supervisors',3000,3100,3120,3121
3122,'Manufacturing supervisors',3000,3100,3120,3122
3123,'Construction supervisors',3000,3100,3120,3123
3130,'Process control technicians',3000,3100,3130,3130
3131,'Power production plant operators',3000,3100,3130,3131
3132,'Incinerator and water treatment plant operators',3000,3100,3130,3132
3133,'Chemical processing plant controllers',3000,3100,3130,3133
3134,'Petroleum and natural gas refining plant operators',3000,3100,3130,3134
3135,'Metal production process controllers',3000,3100,3130,3135
3139,'Process control technicians not elsewhere classified',3000,3100,3130,3139
3140,'Life science technicians and related associate professionals',3000,3100,3140,3140
3141,'Life science technicians (excluding medical)',3000,3100,3140,3141
3142,'Agricultural technicians',3000,3100,3140,3142
3143,'Forestry technicians',3000,3100,3140,3143
3150,'Ship and aircraft controllers and technicians',3000,3100,3150,3150
3151,'Ships’ engineers',3000,3100,3150,3151
3152,'Ships’ deck officers and pilots',3000,3100,3150,3152
3153,'Aircraft pilots and related associate professionals',3000,3100,3150,3153
3154,'Air traffic controllers',3000,3100,3150,3154
3155,'Air traffic safety electronics technicians',3000,3100,3150,3155
3200,'Health associate professionals',3000,3200,3200,3200
3210,'Medical and pharmaceutical technicians',3000,3200,3210,3210
3211,'Medical imaging and therapeutic equipment technicians',3000,3200,3210,3211
3212,'Medical and pathology laboratory technicians',3000,3200,3210,3212
3213,'Pharmaceutical technicians and assistants',3000,3200,3210,3213
3214,'Medical and dental prosthetic technicians',3000,3200,3210,3214
3220,'Nursing and midwifery associate professionals',3000,3200,3220,3220
3221,'Nursing associate professionals',3000,3200,3220,3221
3222,'Midwifery associate professionals',3000,3200,3220,3222
3230,'Traditional and complementary medicine associate professionals',3000,3200,3230,3230
3240,'Veterinary technicians and assistants',3000,3200,3240,3240
3250,'Other health associate professionals',3000,3200,3250,3250
3251,'Dental assistants and therapists',3000,3200,3250,3251
3252,'Medical records and health information technicians',3000,3200,3250,3252
3253,'Community health workers',3000,3200,3250,3253
3254,'Dispensing opticians',3000,3200,3250,3254
3255,'Physiotherapy technicians and assistants',3000,3200,3250,3255
3256,'Medical assistants',3000,3200,3250,3256
3257,'Environmental and occupational health inspectors and associates',3000,3200,3250,3257
3258,'Ambulance workers',3000,3200,3250,3258
3259,'Health associate professionals not elsewhere classified',3000,3200,3250,3259
3300,'Business and administration associate professionals',3000,3300,3300,3300
3310,'Financial and mathematical associate professionals',3000,3300,3310,3310
3311,'Securities and finance dealers and brokers',3000,3300,3310,3311
3312,'Credit and loans officers',3000,3300,3310,3312
3313,'Accounting associate professionals',3000,3300,3310,3313
3314,"'Statistical, mathematical and related associate professionals'",3000,3300,3310,3314
3315,'Valuers and loss assessors',3000,3300,3310,3315
3320,'Sales and purchasing agents and brokers',3000,3300,3320,3320
3321,'Insurance representatives',3000,3300,3320,3321
3322,'Commercial sales representatives',3000,3300,3320,3322
3323,'Buyers',3000,3300,3320,3323
3324,'Trade brokers',3000,3300,3320,3324
3330,'Business services agents',3000,3300,3330,3330
3331,'Clearing and forwarding agents',3000,3300,3330,3331
3332,'Conference and event planners',3000,3300,3330,3332
3333,'Employment agents and contractors',3000,3300,3330,3333
3334,'Real estate agents and property managers',3000,3300,3330,3334
3339,'Business services agents not elsewhere classified',3000,3300,3330,3339
3340,'Administrative and specialized secretaries',3000,3300,3340,3340
3341,'Office supervisors',3000,3300,3340,3341
3342,'Legal secretaries',3000,3300,3340,3342
3343,'Administrative and executive secretaries',3000,3300,3340,3343
3344,'Medical secretaries',3000,3300,3340,3344
3350,'Government regulatory associate professionals',3000,3300,3350,3350
3351,'Customs and border inspectors',3000,3300,3350,3351
3352,'Government tax and excise officials',3000,3300,3350,3352
3353,'Government social benefits officials',3000,3300,3350,3353
3354,'Government licensing officials',3000,3300,3350,3354
3355,'Police inspectors and detectives',3000,3300,3350,3355
3359,'Government regulatory associate professionals not elsewhere classified',3000,3300,3350,3359
3400,"'Legal, social, cultural and related associate professionals'",3000,3400,3400,3400
3410,"'Legal, social and religious associate professionals'",3000,3400,3410,3410
3411,'Legal and related associate professionals',3000,3400,3410,3411
3412,'Social work associate professionals',3000,3400,3410,3412
3413,'Religious associate professionals',3000,3400,3410,3413
3420,'Sports and fitness workers',3000,3400,3420,3420
3421,'Athletes and sports players',3000,3400,3420,3421
3422,"'Sports coaches, instructors and officials'",3000,3400,3420,3422
3423,'Fitness and recreation instructors and programme leaders',3000,3400,3420,3423
3430,"'Artistic, cultural and culinary associate professionals'",3000,3400,3430,3430
3431,'Photographers',3000,3400,3430,3431
3432,'Interior designers and decorators',3000,3400,3430,3432
3433,"'Gallery, museum and library technicians'",3000,3400,3430,3433
3434,'Chefs',3000,3400,3430,3434
3435,'Other artistic and cultural associate professionals',3000,3400,3430,3435
3500,'Information and communications technicians',3000,3500,3500,3500
3510,'Information and communications technology operations and user support technicians',3000,3500,3510,3510
3511,'Information and communications technology operations technicians',3000,3500,3510,3511
3512,'Information and communications technology user support technicians',3000,3500,3510,3512
3513,'Computer network and systems technicians',3000,3500,3510,3513
3514,'Web technicians',3000,3500,3510,3514
3520,'Telecommunications and broadcasting technicians',3000,3500,3520,3520
3521,'Broadcasting and audiovisual technicians',3000,3500,3520,3521
3522,'Telecommunications engineering technicians',3000,3500,3520,3522
4000,'Clerical support workers',4000,4000,4000,4000
4100,'General and keyboard clerks',4000,4100,4100,4100
4110,'General office clerks',4000,4100,4110,4110
4120,'Secretaries (general)',4000,4100,4120,4120
4130,'Keyboard operators',4000,4100,4130,4130
4131,'Typists and word processing operators',4000,4100,4130,4131
4132,'Data entry clerks',4000,4100,4130,4132
4200,'Customer services clerks',4000,4200,4200,4200
4210,"'Tellers, money collectors and related clerks'",4000,4200,4210,4210
4211,'Bank tellers and related clerks',4000,4200,4210,4211
4212,"'Bookmakers, croupiers and related gaming workers'",4000,4200,4210,4212
4213,'Pawnbrokers and money-lenders',4000,4200,4210,4213
4214,'Debt collectors and related workers',4000,4200,4210,4214
4220,'Client information workers',4000,4200,4220,4220
4221,'Travel consultants and clerks',4000,4200,4220,4221
4222,'Contact centre information clerks',4000,4200,4220,4222
4223,'Telephone switchboard operators',4000,4200,4220,4223
4224,'Hotel receptionists',4000,4200,4220,4224
4225,'Inquiry clerks',4000,4200,4220,4225
4226,'Receptionists (general)',4000,4200,4220,4226
4227,'Survey and market research interviewers',4000,4200,4220,4227
4229,'Client information workers not elsewhere classified',4000,4200,4220,4229
4300,'Numerical and material recording clerks',4000,4300,4300,4300
4310,'Numerical clerks',4000,4300,4310,4310
4311,'Accounting and bookkeeping clerks',4000,4300,4310,4311
4312,"'Statistical, finance and insurance clerks'",4000,4300,4310,4312
4313,'Payroll clerks',4000,4300,4310,4313
4320,'Material recording and transport clerks',4000,4300,4320,4320
4321,'Stock clerks',4000,4300,4320,4321
4322,'Production clerks',4000,4300,4320,4322
4323,'Transport clerks',4000,4300,4320,4323
4400,'Other clerical support workers',4000,4400,4400,4400
4410,'Other clerical support workers',4000,4400,4410,4410
4411,'Library clerks',4000,4400,4410,4411
4412,'Mail carriers and sorting clerks',4000,4400,4410,4412
4413,"'Coding, proofreading and related clerks'",4000,4400,4410,4413
4414,'Scribes and related workers',4000,4400,4410,4414
4415,'Filing and copying clerks',4000,4400,4410,4415
4416,'Personnel clerks',4000,4400,4410,4416
4419,'Clerical support workers not elsewhere classified',4000,4400,4410,4419
5000,'Services and sales workers',5000,5000,5000,5000
5100,'Personal services workers',5000,5100,5100,5100
5110,"'Travel attendants, conductors and guides'",5000,5100,5110,5110
5111,'Travel attendants and travel stewards',5000,5100,5110,5111
5112,'Transport conductors',5000,5100,5110,5112
5113,'Travel guides',5000,5100,5110,5113
5120,'Cooks',5000,5100,5120,5120
5130,'Waiters and bartenders',5000,5100,5130,5130
5131,'Waiters',5000,5100,5130,5131
5132,'Bartenders',5000,5100,5130,5132
5140,"'Hairdressers, beauticians and related workers'",5000,5100,5140,5140
5141,'Hairdressers',5000,5100,5140,5141
5142,'Beauticians and related workers',5000,5100,5140,5142
5150,'Building and housekeeping supervisors',5000,5100,5150,5150
5151,"'Cleaning and housekeeping supervisors in offices, hotels and other establishments'",5000,5100,5150,5151
5152,'Domestic housekeepers',5000,5100,5150,5152
5153,'Building caretakers',5000,5100,5150,5153
5160,'Other personal services workers',5000,5100,5160,5160
5161,"'Astrologers, fortune-tellers and related workers'",5000,5100,5160,5161
5162,'Companions and valets',5000,5100,5160,5162
5163,'Undertakers and embalmers',5000,5100,5160,5163
5164,'Pet groomers and animal care workers',5000,5100,5160,5164
5165,'Driving instructors',5000,5100,5160,5165
5169,'Personal services workers not elsewhere classified',5000,5100,5160,5169
5200,'Sales workers',5000,5200,5200,5200
5210,'Street and market salespersons',5000,5200,5210,5210
5211,'Stall and market salespersons',5000,5200,5210,5211
5212,'Street food salespersons',5000,5200,5210,5212
5220,'Shop salespersons',5000,5200,5220,5220
5221,'Shopkeepers',5000,5200,5220,5221
5222,'Shop supervisors',5000,5200,5220,5222
5223,'Shop sales assistants',5000,5200,5220,5223
5230,'Cashiers and ticket clerks',5000,5200,5230,5230
5240,'Other sales workers',5000,5200,5240,5240
5241,'Fashion and other models',5000,5200,5240,5241
5242,'Sales demonstrators',5000,5200,5240,5242
5243,'Door-to-door salespersons',5000,5200,5240,5243
5244,'Contact centre salespersons',5000,5200,5240,5244
5245,'Service station attendants',5000,5200,5240,5245
5246,'Food service counter attendants',5000,5200,5240,5246
5249,'Sales workers not elsewhere classified',5000,5200,5240,5249
5300,'Personal care workers',5000,5300,5300,5300
5310,'Child care workers and teachers’ aides',5000,5300,5310,5310
5311,'Child care workers',5000,5300,5310,5311
5312,'Teachers’ aides',5000,5300,5310,5312
5320,'Personal care workers in health services',5000,5300,5320,5320
5321,'Health care assistants',5000,5300,5320,5321
5322,'Home-based personal care workers',5000,5300,5320,5322
5329,'Personal care workers in health services not elsewhere classified',5000,5300,5320,5329
5400,'Protective services workers',5000,5400,5400,5400
5410,'Protective services workers',5000,5400,5410,5410
5411,'Firefighters',5000,5400,5410,5411
5412,'Police officers',5000,5400,5410,5412
5413,'Prison guards',5000,5400,5410,5413
5414,'Security guards',5000,5400,5410,5414
5419,'Protective services workers not elsewhere classified',5000,5400,5410,5419
6000,"'Skilled agricultural, forestry and fishery workers'",6000,6000,6000,6000
6100,'Market-oriented skilled agricultural workers',6000,6100,6100,6100
6110,'Market gardeners and crop growers',6000,6100,6110,6110
6111,'Field crop and vegetable growers',6000,6100,6110,6111
6112,'Tree and shrub crop growers',6000,6100,6110,6112
6113,'Gardeners; horticultural and nursery growers',6000,6100,6110,6113
6114,'Mixed crop growers',6000,6100,6110,6114
6120,'Animal producers',6000,6100,6120,6120
6121,'Livestock and dairy producers',6000,6100,6120,6121
6122,'Poultry producers',6000,6100,6120,6122
6123,'Apiarists and sericulturists',6000,6100,6120,6123
6129,'Animal producers not elsewhere classified',6000,6100,6120,6129
6130,'Mixed crop and animal producers',6000,6100,6130,6130
6200,"'Market-oriented skilled forestry, fishery and hunting workers'",6000,6200,6200,6200
6210,'Forestry and related workers',6000,6200,6210,6210
6220,"'Fishery workers, hunters and trappers'",6000,6200,6220,6220
6221,'Aquaculture workers',6000,6200,6220,6221
6222,'Inland and coastal waters fishery workers',6000,6200,6220,6222
6223,'Deep-sea fishery workers',6000,6200,6220,6223
6224,'Hunters and trappers',6000,6200,6220,6224
6300,"'Subsistence farmers, fishers, hunters and gatherers'",6000,6300,6300,6300
6310,'Subsistence crop farmers',6000,6300,6310,6310
6320,'Subsistence livestock farmers',6000,6300,6320,6320
6330,'Subsistence mixed crop and livestock farmers',6000,6300,6330,6330
6340,"'Subsistence fishers, hunters, trappers and gatherers'",6000,6300,6340,6340
7000,'Craft and related trades workers',7000,7000,7000,7000
7100,'Building and related trades workers (excluding electricians)',7000,7100,7100,7100
7110,'Building frame and related trades workers',7000,7100,7110,7110
7111,'House builders',7000,7100,7110,7111
7112,'Bricklayers and related workers',7000,7100,7110,7112
7113,"'Stonemasons, stone cutters, splitters and carvers'",7000,7100,7110,7113
7114,"'Concrete placers, concrete finishers and related workers'",7000,7100,7110,7114
7115,'Carpenters and joiners',7000,7100,7110,7115
7119,'Building frame and related trades workers not elsewhere classified',7000,7100,7110,7119
7120,'Building finishers and related trades workers',7000,7100,7120,7120
7121,'Roofers',7000,7100,7120,7121
7122,'Floor layers and tile setters',7000,7100,7120,7122
7123,'Plasterers',7000,7100,7120,7123
7124,'Insulation workers',7000,7100,7120,7124
7125,'Glaziers',7000,7100,7120,7125
7126,'Plumbers and pipe fitters',7000,7100,7120,7126
7127,'Air conditioning and refrigeration mechanics',7000,7100,7120,7127
7130,"'Painters, building structure cleaners and related trades workers'",7000,7100,7130,7130
7131,'Painters and related workers',7000,7100,7130,7131
7132,'Spray painters and varnishers',7000,7100,7130,7132
7133,'Building structure cleaners',7000,7100,7130,7133
7200,"'Metal, machinery and related trades workers'",7000,7200,7200,7200
7210,"'Sheet and structural metal workers, moulders and welders, and related workers'",7000,7200,7210,7210
7211,'Metal moulders and coremakers',7000,7200,7210,7211
7212,'Welders and flame cutters',7000,7200,7210,7212
7213,'Sheet metal workers',7000,7200,7210,7213
7214,'Structural metal preparers and erectors',7000,7200,7210,7214
7215,'Riggers and cable splicers',7000,7200,7210,7215
7220,"'Blacksmiths, toolmakers and related trades workers'",7000,7200,7220,7220
7221,"'Blacksmiths, hammersmiths and forging press workers'",7000,7200,7220,7221
7222,'Toolmakers and related workers',7000,7200,7220,7222
7223,'Metal working machine tool setters and operators',7000,7200,7220,7223
7224,"'Metal polishers, wheel grinders and tool sharpeners'",7000,7200,7220,7224
7230,'Machinery mechanics and repairers',7000,7200,7230,7230
7231,'Motor vehicle mechanics and repairers',7000,7200,7230,7231
7232,'Aircraft engine mechanics and repairers',7000,7200,7230,7232
7233,'Agricultural and industrial machinery mechanics and repairers',7000,7200,7230,7233
7234,'Bicycle and related repairers',7000,7200,7230,7234
7300,'Handicraft and printing workers',7000,7300,7300,7300
7310,'Handicraft workers',7000,7300,7310,7310
7311,'Precision-instrument makers and repairers',7000,7300,7310,7311
7312,'Musical instrument makers and tuners',7000,7300,7310,7312
7313,'Jewellery and precious metal workers',7000,7300,7310,7313
7314,'Potters and related workers',7000,7300,7310,7314
7315,"'Glass makers, cutters, grinders and finishers'",7000,7300,7310,7315
7316,"'Signwriters, decorative painters, engravers and etchers'",7000,7300,7310,7316
7317,"'Handicraft workers in wood, basketry and related materials'",7000,7300,7310,7317
7318,"'Handicraft workers in textile, leather and related materials'",7000,7300,7310,7318
7319,'Handicraft workers not elsewhere classified',7000,7300,7310,7319
7320,'Printing trades workers',7000,7300,7320,7320
7321,'Pre-press technicians',7000,7300,7320,7321
7322,'Printers',7000,7300,7320,7322
7323,'Print finishing and binding workers',7000,7300,7320,7323
7400,'Electrical and electronics trades workers',7000,7400,7400,7400
7410,'Electrical equipment installers and repairers',7000,7400,7410,7410
7411,'Building and related electricians',7000,7400,7410,7411
7412,'Electrical mechanics and fitters',7000,7400,7410,7412
7413,'Electrical line installers and repairers',7000,7400,7410,7413
7420,'Electronics and telecommunications installers and repairers',7000,7400,7420,7420
7421,'Electronics mechanics and servicers',7000,7400,7420,7421
7422,'Information and communications technology installers and servicers',7000,7400,7420,7422
7500,"'Food processing, woodworking, garment and other craft and related trades workers'",7000,7500,7500,7500
7510,'Food processing and related trades workers',7000,7500,7510,7510
7511,"'Butchers, fishmongers and related food preparers'",7000,7500,7510,7511
7512,"'Bakers, pastry-cooks and confectionery makers'",7000,7500,7510,7512
7513,'Dairy products makers',7000,7500,7510,7513
7514,"'Fruit, vegetable and related preservers'",7000,7500,7510,7514
7515,'Food and beverage tasters and graders',7000,7500,7510,7515
7516,'Tobacco preparers and tobacco products makers',7000,7500,7510,7516
7520,"'Wood treaters, cabinet-makers and related trades workers'",7000,7500,7520,7520
7521,'Wood treaters',7000,7500,7520,7521
7522,'Cabinet-makers and related workers',7000,7500,7520,7522
7523,'Woodworking machine tool setters and operators',7000,7500,7520,7523
7530,'Garment and related trades workers',7000,7500,7530,7530
7531,"'Tailors, dressmakers, furriers and hatters'",7000,7500,7530,7531
7532,'Garment and related patternmakers and cutters',7000,7500,7530,7532
7533,"'Sewing, embroidery and related workers'",7000,7500,7530,7533
7534,'Upholsterers and related workers',7000,7500,7530,7534
7535,"'Pelt dressers, tanners and fellmongers'",7000,7500,7530,7535
7536,'Shoemakers and related workers',7000,7500,7530,7536
7540,'Other craft and related workers',7000,7500,7540,7540
7541,'Underwater divers',7000,7500,7540,7541
7542,'Shotfirers and blasters',7000,7500,7540,7542
7543,'Product graders and testers (excluding foods and beverages)',7000,7500,7540,7543
7544,'Fumigators and other pest and weed controllers',7000,7500,7540,7544
7549,'Craft and related workers not elsewhere classified',7000,7500,7540,7549
8000,'Plant and machine operators and assemblers',8000,8000,8000,8000
8100,'Stationary plant and machine operators',8000,8100,8100,8100
8110,'Mining and mineral processing plant operators',8000,8100,8110,8110
8111,'Miners and quarriers',8000,8100,8110,8111
8112,'Mineral and stone processing plant operators',8000,8100,8110,8112
8113,'Well drillers and borers and related workers',8000,8100,8110,8113
8114,"'Cement, stone and other mineral products machine operators'",8000,8100,8110,8114
8120,'Metal processing and finishing plant operators',8000,8100,8120,8120
8121,'Metal processing plant operators',8000,8100,8120,8121
8122,"'Metal finishing, plating and coating machine operators'",8000,8100,8120,8122
8130,'Chemical and photographic products plant and machine operators',8000,8100,8130,8130
8131,'Chemical products plant and machine operators',8000,8100,8130,8131
8132,'Photographic products machine operators',8000,8100,8130,8132
8140,"'Rubber, plastic and paper products machine operators'",8000,8100,8140,8140
8141,'Rubber products machine operators',8000,8100,8140,8141
8142,'Plastic products machine operators',8000,8100,8140,8142
8143,'Paper products machine operators',8000,8100,8140,8143
8150,"'Textile, fur and leather products machine operators'",8000,8100,8150,8150
8151,"'Fibre preparing, spinning and winding machine operators'",8000,8100,8150,8151
8152,'Weaving and knitting machine operators',8000,8100,8150,8152
8153,'Sewing machine operators',8000,8100,8150,8153
8154,"'Bleaching, dyeing and fabric cleaning machine operators'",8000,8100,8150,8154
8155,'Fur and leather preparing machine operators',8000,8100,8150,8155
8156,'Shoemaking and related machine operators',8000,8100,8150,8156
8157,'Laundry machine operators',8000,8100,8150,8157
8159,"'Textile, fur and leather products machine operators not elsewhere classified'",8000,8100,8150,8159
8160,'Food and related products machine operators',8000,8100,8160,8160
